,Category,Engine type,"Transmission type,final drive",Displacement ccm,Fuel capacity liters,Power HP,Front brakes,Rear brakes
528,Classic,"V2, four-stroke",Shaft drive (cardan),850.0,21.0,65.0,Single disc,Single disc
529,Classic,"V2, four-stroke",Shaft drive (cardan),850.0,21.0,65.0,Single disc,Single disc
530,Enduro / offroad,"V2, four-stroke",Chain,853.0,18.0,80.0,Double disc,Single disc
531,Enduro / offroad,"V2, four-stroke",Chain,853.0,21.0,80.0,Double disc,Single disc
532,Enduro / offroad,"V2, four-stroke",Chain,853.0,18.0,80.0,Double disc,Single disc
533,Allround,"V2, four-stroke",Shaft drive (cardan),853.0,15.0,65.0,Single disc,Single disc
534,Allround,"V2, four-stroke",Shaft drive (cardan),853.0,15.0,55.0,Single disc,Single disc
535,Classic,"V2, four-stroke",Shaft drive (cardan),853.0,15.0,65.0,Single disc,Single disc
537,Scooter,"Single cylinder, four-stroke",Belt,49.9,6.5,3.6,Single disc,Expanding brake (drum brake)
538,Scooter,"Single cylinder, four-stroke",Belt,49.9,6.5,3.6,Single disc,Expanding brake (drum brake)
539,Scooter,"Single cylinder, four-stroke",Belt,49.9,6.5,3.6,Single disc,Expanding brake (drum brake)
540,Scooter,"Single cylinder, four-stroke",Belt,49.9,6.5,3.6,Single disc,Expanding brake (drum brake)
541,Scooter,"Single cylinder, four-stroke",Belt,49.9,6.5,3.6,Single disc,Expanding brake (drum brake)
543,Scooter,"Single cylinder, four-stroke",Belt,124.8,12.0,14.2,Single disc,Single disc
544,Scooter,"Single cylinder, four-stroke",Belt,124.8,12.0,14.2,Single disc,Single disc
545,Scooter,"Single cylinder, four-stroke",Belt,125.0,8.0,11.0,Single disc,Single disc
546,Scooter,"Single cylinder, two-stroke",Belt,49.9,8.0,3.8,Single disc,Single disc
547,Scooter,"Single cylinder, two-stroke",Belt,49.9,8.0,4.6,Single disc,Single disc
549,Scooter,"Single cylinder, four-stroke",Shaft drive (cardan),49.5,5.7,3.5,Single disc,Expanding brake (drum brake)
550,Scooter,"Single cylinder, four-stroke",Belt,124.6,5.7,10.1,Single disc,Single disc
553,Scooter,"Single cylinder, four-stroke",Belt,125.0,7.0,12.1,Single disc,Single disc
554,Custom / cruiser,"Twin, four-stroke",Chain,252.0,13.0,17.4,Single disc,Single disc
555,Allround,"Twin, four-stroke",Chain,252.0,14.0,17.4,Single disc,Single disc
556,Naked bike,"Twin, four-stroke",Chain,353.0,15.5,28.2,Single disc,Single disc
557,Allround,"Twin, four-stroke",Chain,500.0,15.5,25.5,Single disc,Single disc
558,Classic,"Single cylinder, four-stroke",Chain,500.0,15.5,25.5,Single disc,Single disc
559,Naked bike,"Twin, four-stroke",Chain,502.0,19.5,48.3,Single disc,Single disc
560,Naked bike,"In-line four, four-stroke",Chain,599.0,15.0,80.5,Single disc,Single disc
561,Sport,"In-line four, four-stroke",Chain,599.0,15.0,80.5,Single disc,Single disc
562,Super motard,"Twin, four-stroke",Chain,753.0,15.0,80.5,Single disc,Single disc
563,Scooter,"Single cylinder, four-stroke",Belt,125.0,11.0,12.0,Single disc,Single disc
564,Scooter,"Single cylinder, four-stroke",Belt,278.0,11.0,22.3,Single disc,Single disc
565,Super motard,"Single cylinder, four-stroke",Chain,125.0,10.0,11.0,Double disc,Single disc
568,Allround,"Single cylinder, four-stroke",Chain,125.0,10.0,11.5,Single disc,Single disc
569,Scooter,"Single cylinder, four-stroke",Belt,49.0,4.7,4.0,Single disc,Single disc
573,Scooter,"Single cylinder, four-stroke",Belt,125.0,6.5,8.3,Single disc,Single disc
574,Naked bike,"Single cylinder, four-stroke",Chain,125.0,13.5,11.0,Single disc,Single disc
575,Scooter,"Single cylinder, four-stroke",Belt,125.0,7.0,8.0,Single disc,Single disc
576,Scooter,"Single cylinder, four-stroke",Belt,49.0,6.0,3.9,Single disc,Expanding brake (drum brake)
593,Sport,"In-line four, four-stroke",Chain,750.0,17.0,150.0,Double disc,Single disc
599,Super motard,"V2, four-stroke",Chain,645.0,20.06,71.0,Double disc,Single disc
600,Super motard,"V2, four-stroke",Chain,645.0,20.0,69.7,Double disc,Single disc
618,Classic,"Two cylinder boxer, four-stroke",Shaft drive (cardan),749.0,19.0,41.0,Single disc,Single disc
619,Scooter,"Single cylinder, four-stroke",Belt,49.2,5.0,3.0,Single disc,Expanding brake (drum brake)
620,Scooter,"Single cylinder, four-stroke",Belt,49.6,5.4,3.0,Single disc,Expanding brake (drum brake)
623,Scooter,"Single cylinder, four-stroke",Belt,49.2,5.0,2.8,Single disc,Expanding brake (drum brake)
624,Scooter,"Single cylinder, four-stroke",Belt,155.0,8.0,12.9,Single disc,Expanding brake (drum brake)
625,Scooter,"Single cylinder, four-stroke",Belt,49.9,8.0,3.2,Single disc,Expanding brake (drum brake)
637,Scooter,"Single cylinder, four-stroke",Belt,125.0,5.5,8.3,Single disc,Expanding brake (drum brake)
638,Sport,"Twin, four-stroke",Chain,689.0,14.0,74.0,Double disc,Single disc
641,Naked bike,"Single cylinder, four-stroke",Chain,124.7,10.0,14.8,Single disc,Single disc
642,Scooter,"Single cylinder, four-stroke",Belt,125.0,7.1,12.2,Single disc,Single disc
643,Scooter,"Single cylinder, four-stroke",Belt,155.0,6.6,12.1,Single disc,Single disc
644,Scooter,"Twin, four-stroke",Belt,562.0,15.0,46.9,Double disc,Single disc
645,Sport touring,"Twin, four-stroke",Chain,689.0,15.9,73.8,Double disc,Single disc
646,Sport touring,"Twin, four-stroke",Chain,689.0,17.0,72.4,Double disc,Single disc
647,Sport touring,"In-line three, four-stroke",Chain,890.0,19.0,119.0,Double disc,Single disc
648,Sport touring,"In-line three, four-stroke",Chain,890.0,19.0,119.0,Double disc,Single disc
649,Scooter,"Single cylinder, four-stroke",Belt,292.0,13.0,27.6,Single disc,Single disc
651,Scooter,"Single cylinder, four-stroke",Belt,124.7,13.0,14.1,Single disc,Single disc
652,Scooter,"Single cylinder, four-stroke",Belt,292.0,13.0,27.6,Single disc,Single disc
653,Classic,"In-line three, four-stroke",Chain,847.0,14.0,113.5,Double disc,Single disc
654,Sport,"In-line four, four-stroke",Chain,599.0,17.03,118.0,Double disc,Single disc
656,Sport,"Single cylinder, four-stroke",Chain,124.7,11.5,15.0,Single disc,Single disc
658,Sport,"Twin, four-stroke",Chain,321.0,14.0,42.0,Single disc,Single disc
659,Sport,"Twin, four-stroke",Chain,321.0,14.0,42.0,Single disc,Single disc
662,Enduro / offroad,"Single cylinder, four-stroke",Chain,124.0,7.0,12.5,Single disc,Single disc
663,Enduro / offroad,"Single cylinder, four-stroke",Chain,124.0,7.0,12.5,Single disc,Single disc
664,Enduro / offroad,"Single cylinder, four-stroke",Chain,233.0,7.0,20.0,Single disc,Single disc
665,Enduro / offroad,"Single cylinder, four-stroke",Chain,233.0,7.0,20.0,Single disc,Single disc
666,Enduro / offroad,"Single cylinder, four-stroke",Chain,124.0,7.0,12.5,Single disc,Single disc
667,Enduro / offroad,"Single cylinder, four-stroke",Chain,124.0,7.0,12.5,Single disc,Single disc
668,Enduro / offroad,"Single cylinder, four-stroke",Chain,233.0,7.0,20.0,Single disc,Single disc
669,Enduro / offroad,"Single cylinder, four-stroke",Chain,233.0,7.0,20.0,Single disc,Single disc
670,Super motard,"Single cylinder, four-stroke",Chain,125.0,7.0,12.6,Single disc,Single disc
671,Super motard,"Single cylinder, four-stroke",Chain,125.0,7.0,12.6,Single disc,Single disc
672,Super motard,"Single cylinder, four-stroke",Chain,125.0,7.0,12.6,Single disc,Single disc
673,Super motard,"Single cylinder, four-stroke",Chain,125.0,7.0,12.6,Single disc,Single disc
674,Super motard,"Single cylinder, four-stroke",Chain,233.0,7.0,20.0,Single disc,Single disc
675,Super motard,"Single cylinder, four-stroke",Chain,233.0,7.0,20.0,Single disc,Single disc
676,Super motard,"Single cylinder, four-stroke",Chain,233.0,7.0,20.0,Single disc,Single disc
677,Super motard,"Single cylinder, four-stroke",Chain,233.0,7.0,20.0,Single disc,Single disc
678,Super motard,"Single cylinder, four-stroke",Chain,124.0,7.0,12.6,Single disc,Single disc
679,Super motard,"Single cylinder, four-stroke",Chain,124.0,7.0,12.6,Single disc,Single disc
680,Super motard,"Single cylinder, four-stroke",Chain,124.0,7.0,12.6,Single disc,Single disc
681,Super motard,"Single cylinder, four-stroke",Chain,124.0,7.0,12.6,Single disc,Single disc
682,Super motard,"Single cylinder, four-stroke",Chain,233.0,7.0,20.0,Single disc,Single disc
683,Super motard,"Single cylinder, four-stroke",Chain,233.0,7.0,20.0,Single disc,Single disc
684,Super motard,"Single cylinder, four-stroke",Chain,233.0,7.0,20.0,Single disc,Single disc
685,Super motard,"Single cylinder, four-stroke",Chain,233.0,7.0,20.0,Single disc,Single disc
686,Enduro / offroad,"Single cylinder, four-stroke",Chain,124.0,7.0,12.6,Single disc,Single disc
687,Enduro / offroad,"Single cylinder, four-stroke",Chain,124.0,7.0,12.6,Single disc,Single disc
688,Enduro / offroad,"Single cylinder, four-stroke",Chain,233.0,7.5,20.0,Single disc,Single disc
689,Enduro / offroad,"Single cylinder, four-stroke",Chain,233.0,7.5,20.0,Single disc,Single disc
690,Enduro / offroad,"Single cylinder, four-stroke",Chain,233.0,7.0,20.0,Single disc,Single disc
691,Enduro / offroad,"Single cylinder, four-stroke",Chain,233.0,7.0,20.0,Single disc,Single disc
692,Super motard,"Single cylinder, four-stroke",Chain,124.0,7.0,12.6,Single disc,Single disc
693,Super motard,"Single cylinder, four-stroke",Chain,124.0,7.0,12.6,Single disc,Single disc
694,Super motard,"Single cylinder, four-stroke",Chain,233.0,7.0,20.0,Single disc,Single disc
695,Super motard,"Single cylinder, four-stroke",Chain,233.0,7.0,20.0,Single disc,Single disc
696,Enduro / offroad,"Single cylinder, four-stroke",Chain,249.0,7.5,27.5,Single disc,Single disc
697,Enduro / offroad,"Single cylinder, four-stroke",Chain,249.0,7.5,27.5,Single disc,Single disc
698,Enduro / offroad,"Single cylinder, four-stroke",Chain,249.0,7.5,27.5,Single disc,Single disc
699,Enduro / offroad,"Single cylinder, four-stroke",Chain,249.0,7.5,27.5,Single disc,Single disc
700,Super motard,"Single cylinder, four-stroke",Chain,249.0,7.5,27.5,Single disc,Single disc
701,Super motard,"Single cylinder, four-stroke",Chain,249.0,7.5,27.5,Single disc,Single disc
702,Enduro / offroad,"Single cylinder, four-stroke",Chain,600.0,17.0,48.0,Single disc,Single disc
703,Enduro / offroad,"Single cylinder, four-stroke",Chain,600.0,17.0,48.0,Single disc,Single disc
704,Sport,"Single cylinder, four-stroke",Chain,124.0,11.2,9.9,Double disc,Single disc
705,Sport,"Single cylinder, four-stroke",Chain,124.0,11.2,9.9,Double disc,Single disc
706,Allround,"Single cylinder, four-stroke",Chain,124.0,11.2,9.9,Single disc,Single disc
707,Allround,"Single cylinder, four-stroke",Chain,124.0,11.2,9.9,Single disc,Single disc
708,Scooter,"Single cylinder, four-stroke",Belt,49.0,5.5,2.0,Single disc,Expanding brake (drum brake)
709,Scooter,"Single cylinder, four-stroke",Belt,49.0,5.5,2.0,Single disc,Expanding brake (drum brake)
710,Scooter,"Single cylinder, four-stroke",Belt,49.0,6.3,3.0,Single disc,Expanding brake (drum brake)
711,Scooter,"Single cylinder, four-stroke",Belt,49.0,6.3,3.0,Single disc,Expanding brake (drum brake)
712,Allround,"Single cylinder, four-stroke",Chain,124.0,19.0,11.3,Double disc,Single disc
713,Allround,"Single cylinder, four-stroke",Chain,124.0,19.0,11.3,Double disc,Single disc
714,Scooter,"Single cylinder, four-stroke",Chain,125.0,7.2,8.6,Single disc,Single disc
715,Scooter,"Single cylinder, four-stroke",Chain,125.0,7.2,8.6,Single disc,Single disc
716,Allround,"Single cylinder, four-stroke",Chain,124.5,13.0,10.7,Double disc,Single disc
717,Allround,"Single cylinder, four-stroke",Chain,124.5,13.0,10.7,Double disc,Single disc
718,Scooter,"Single cylinder, four-stroke",Belt,125.0,4.6,7.1,Single disc,Expanding brake (drum brake)
719,Scooter,"Single cylinder, four-stroke",Belt,125.0,4.6,7.1,Single disc,Expanding brake (drum brake)
720,Scooter,"Single cylinder, four-stroke",Belt,125.0,4.6,7.1,Single disc,Expanding brake (drum brake)
721,Scooter,"Single cylinder, four-stroke",Belt,125.0,4.6,7.1,Single disc,Expanding brake (drum brake)
722,Allround,"Single cylinder, four-stroke",Chain,124.0,16.0,9.5,Single disc,Single disc
723,Allround,"Single cylinder, four-stroke",Chain,124.0,16.0,9.5,Single disc,Single disc
724,Allround,"Single cylinder, four-stroke",Chain,124.0,16.0,9.5,Single disc,Single disc
725,Allround,"Single cylinder, four-stroke",Chain,124.0,16.0,9.5,Single disc,Single disc
726,Allround,"Single cylinder, four-stroke",Chain,124.0,16.0,9.9,Double disc,Single disc
727,Allround,"Single cylinder, four-stroke",Chain,124.0,16.0,9.9,Double disc,Single disc
728,Allround,"Single cylinder, four-stroke",Chain,124.0,16.0,9.9,Double disc,Single disc
729,Allround,"Single cylinder, four-stroke",Chain,124.0,16.0,9.9,Double disc,Single disc
730,ATV,"Single cylinder, four-stroke",Chain,781.0,21.0,57.7,Single disc,Single disc
731,ATV,"Single cylinder, four-stroke",Chain,781.0,21.0,57.7,Single disc,Single disc
732,ATV,"Single cylinder, four-stroke",Chain,781.0,21.0,57.7,Single disc,Single disc
733,ATV,"Single cylinder, four-stroke",Chain,781.0,21.0,57.7,Single disc,Single disc
734,ATV,"Single cylinder, four-stroke",Chain,608.0,21.0,45.6,Single disc,Single disc
735,ATV,"Single cylinder, four-stroke",Chain,608.0,21.0,45.6,Single disc,Single disc
736,ATV,"Single cylinder, four-stroke",Chain,781.0,21.0,57.7,Single disc,Single disc
737,ATV,"Single cylinder, four-stroke",Chain,781.0,21.0,57.7,Single disc,Single disc
740,Super motard,"V2, four-stroke",Chain,896.1,12.0,95.2,Double disc,Single disc
741,Super motard,"V2, four-stroke",Chain,896.1,12.0,95.2,Double disc,Single disc
742,Super motard,"V2, four-stroke",Chain,896.1,12.0,95.2,Double disc,Single disc
743,Super motard,"V2, four-stroke",Chain,896.1,12.0,95.2,Double disc,Single disc
746,Sport,"Single cylinder, four-stroke",Chain,124.2,14.5,28.2,Single disc,Single disc
747,Sport,"Single cylinder, four-stroke",Chain,124.2,14.5,28.2,Single disc,Single disc
748,Sport,"Single cylinder, four-stroke",Chain,124.2,14.5,15.0,Single disc,Single disc
749,Sport,"Single cylinder, four-stroke",Chain,124.2,14.5,15.0,Single disc,Single disc
760,Enduro / offroad,"Single cylinder, four-stroke",Chain,124.2,7.5,15.0,Single disc,Single disc
761,Enduro / offroad,"Single cylinder, four-stroke",Chain,124.2,7.5,15.0,Single disc,Single disc
768,Scooter,"Single cylinder, four-stroke",Belt,278.0,15.0,22.0,Single disc,Single disc
769,Scooter,"Single cylinder, four-stroke",Belt,278.0,15.0,22.0,Single disc,Single disc
770,Scooter,"Single cylinder, four-stroke",Belt,124.0,7.0,9.6,Single disc,Expanding brake (drum brake)
771,Scooter,"Single cylinder, four-stroke",Belt,124.0,7.0,9.6,Single disc,Expanding brake (drum brake)
772,Scooter,"Single cylinder, four-stroke",Belt,49.9,7.0,4.6,Single disc,Single disc
773,Scooter,"Single cylinder, four-stroke",Belt,49.9,7.0,4.6,Single disc,Single disc
774,Scooter,"V2, four-stroke",Belt,839.3,18.5,76.0,Double disc,Single disc
775,Scooter,"V2, four-stroke",Belt,839.3,18.5,76.0,Double disc,Single disc
776,Scooter,"V2, four-stroke",Belt,839.3,18.5,76.0,Double disc,Single disc
777,Scooter,"V2, four-stroke",Belt,839.3,18.5,76.0,Double disc,Single disc
778,Scooter,"V2, four-stroke",Belt,839.3,18.5,76.0,Double disc,Single disc
779,Scooter,"V2, four-stroke",Belt,839.3,18.5,76.0,Double disc,Single disc
780,Scooter,"V2, four-stroke",Belt,839.3,18.5,76.0,Double disc,Single disc
781,Scooter,"V2, four-stroke",Belt,839.3,18.5,76.0,Double disc,Single disc
786,Super motard,"Single cylinder, four-stroke",Chain,124.2,10.0,15.0,Single disc,Single disc
787,Super motard,"Single cylinder, four-stroke",Chain,124.2,10.0,15.0,Single disc,Single disc
788,Super motard,"Single cylinder, four-stroke",Chain,124.2,10.0,15.0,Single disc,Single disc
789,Super motard,"Single cylinder, four-stroke",Chain,124.2,10.0,15.0,Single disc,Single disc
794,Naked bike,"V2, four-stroke",Chain,896.0,15.0,95.0,Double disc,Single disc
795,Naked bike,"V2, four-stroke",Chain,896.0,15.0,95.0,Double disc,Single disc
796,Naked bike,"Single cylinder, four-stroke",Chain,124.2,14.5,15.0,Single disc,Single disc
797,Naked bike,"Single cylinder, four-stroke",Chain,124.2,14.5,15.0,Single disc,Single disc
800,Naked bike,"V4, four-stroke",Chain,1077.0,18.5,175.0,Double disc,Single disc
801,Naked bike,"V4, four-stroke",Chain,1077.0,18.5,175.0,Double disc,Single disc
802,Naked bike,"V4, four-stroke",Chain,1077.0,18.5,173.0,Double disc,Single disc
803,Naked bike,"V4, four-stroke",Chain,1077.0,18.5,173.0,Double disc,Single disc
814,Sport,"V4, four-stroke",Chain,1237.0,12.0,173.0,Double disc,Single disc
815,Sport,"V4, four-stroke",Chain,1237.0,12.0,173.0,Double disc,Single disc
832,Sport,"Single cylinder, four-stroke",Chain,149.6,13.0,17.6,Single disc,Single disc
833,Sport,"Single cylinder, four-stroke",Chain,149.6,13.0,17.6,Single disc,Single disc
834,Sport,"Single cylinder, four-stroke",Chain,149.6,13.0,17.6,Single disc,Single disc
835,Sport,"Single cylinder, four-stroke",Chain,149.6,13.0,17.6,Single disc,Single disc
853,Scooter,"Single cylinder, four-stroke",Chain,350.0,12.8,34.0,Double disc,Single disc
854,Scooter,"Single cylinder, four-stroke",Chain,350.0,12.8,34.0,Double disc,Single disc
855,Scooter,"Single cylinder, four-stroke",Chain,350.0,12.8,34.0,Single disc,Single disc
856,Scooter,"Single cylinder, four-stroke",Chain,350.0,12.8,34.0,Single disc,Single disc
857,Scooter,"Twin, four-stroke",Chain,647.0,15.5,60.0,Double disc,Single disc
858,Scooter,"Twin, four-stroke",Chain,647.0,15.5,60.0,Double disc,Single disc
859,Scooter,"Twin, four-stroke",Chain,647.0,15.5,60.0,Single disc,Single disc
860,Scooter,"Twin, four-stroke",Chain,647.0,15.5,60.0,Single disc,Single disc
863,Enduro / offroad,"Twin, four-stroke",Chain,853.0,15.0,77.0,Double disc,Single disc
864,Enduro / offroad,"Twin, four-stroke",Chain,853.0,15.0,77.0,Double disc,Single disc
865,Enduro / offroad,"Twin, four-stroke",Chain,853.0,15.0,95.0,Double disc,Single disc
866,Enduro / offroad,"Twin, four-stroke",Chain,853.0,15.0,95.0,Double disc,Single disc
867,Enduro / offroad,"Twin, four-stroke",Chain,853.0,23.0,95.0,Double disc,Single disc
868,Enduro / offroad,"Twin, four-stroke",Chain,853.0,23.0,95.0,Double disc,Single disc
869,Sport,"Twin, four-stroke",Chain,895.0,13.0,103.3,Double disc,Single disc
870,Sport,"Twin, four-stroke",Chain,895.0,13.0,103.3,Double disc,Single disc
871,Sport,"Twin, four-stroke",Chain,895.0,15.5,103.3,Double disc,Single disc
872,Sport,"Twin, four-stroke",Chain,895.0,15.5,103.3,Double disc,Single disc
885,Enduro / offroad,"Two cylinder boxer, four-stroke",Shaft drive (cardan),1254.0,20.0,136.0,Double disc,Single disc
886,Enduro / offroad,"Two cylinder boxer, four-stroke",Shaft drive (cardan),1254.0,20.0,136.0,Double disc,Single disc
889,Naked bike,"Twin, four-stroke",Shaft drive (cardan),1254.0,18.0,136.0,Double disc,Single disc
890,Naked bike,"Twin, four-stroke",Shaft drive (cardan),1254.0,18.0,136.0,Double disc,Single disc
891,Enduro / offroad,"Two cylinder boxer, four-stroke",Shaft drive (cardan),1254.0,18.0,136.0,Double disc,Single disc
892,Enduro / offroad,"Two cylinder boxer, four-stroke",Shaft drive (cardan),1254.0,18.0,136.0,Double disc,Single disc
893,Enduro / offroad,"Two cylinder boxer, four-stroke",Shaft drive (cardan),1254.0,25.0,134.1,Double disc,Single disc
